Company,Categories,Sentence
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"in accordance with the national association of insurance commissioners (“naic”) climate risk disclosure survey,
which has been adopted by multiple insurance regulators including the minnesota department of commerce, this
climate risk disclosure reports being filed on behalf of minnesota mutual companies, inc."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"this
climate risk disclosure is as of december 31”, 2023."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"securian last provided the naic a climate risk disclosure in
july 2023 with an effective date of december 31%, 2022."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"climate risk poses a threat to our investment returns,
insurance risk exposures, future business growth and, as a result, long-term financial position."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"securian is
committed to understanding, addressing, and effectively managing its exposure to climate risk."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"responses will
continue to evolve as we learn more about climate risks and opportunities that impact its business."
2023_ MINNESOTA MUT GRP.pdf,climate_governance,"3

2023 tcd recommendations-aligned disclosure
governance
board oversight
securian’s board of directors (“board”) is responsible for overseeing our strategy, operations, and risk, as well as
oversight and accountability of our management team for ethical operations."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"in 2022, the risk council established our climate risk task force (“task force”) which had responsibility for
overseeing the implementation of climate-related risk management at securian."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"all climate risk disclosures were developed within the task force, approved by members of risk
council, and made available to the audit committee of the board of directors."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"our sustainability governance helps us run our business responsibly and integrate sustainability across our
company.

4

2023 tcd recommendations-aligned disclosure
strategy
climate-related risks and opportunities
in 2028, securian conducted its inaugural climate risk and opportunity assessment to better understand the impact
of climate-related risks and opportunities on our business, strategy, and long-term planning, the task force
identified and prioritized eight climate-related risks and opportunities through a collaborative process."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"securian prioritized three hypothetical transition risks to consider in scenario analysis, including:

+ policy compliance and legal liability: compliance risk and legal lability exposure due to a lack of
compliance with climate-related recommendations, regulations, and securian’s public commitments which
could cause increased reputational damage, non-compliance costs, legal costs and operating costs."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"the three hypothetical physical risks securian prioritized to consider in scenario analysis include:

+ climate-related morbidity and mortality: increased claims due to elevated morbidity and mortality from
climate-related health risks."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"in the orderly transition scenario, more pronounced climate
policy and greater focus on mitigation leads to higher transition risks and limits warming to 2°c or lower."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"in the hot
house world scenario, emissions continue rising at current rates, leading to higher physical risks, more pronounced
climate change and greater focus on adaptation."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"in assessing each risk and opportunity, members of the task force
considered their unique business unit perspectives, ngfs scenario information and impacts related to both our
underwriting and investment activities
the climate risk assessment process is integrated within our broader erm framework, which includes ongoing risk
monitoring and monthly risk council meetings where pertinent issues are addressed."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,climate risk and opportunity assessment
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"securian is well-positioned to manage identified climate-related risks and
opportunities, and is continuing to mature our approach, using this assessment to inform our climate risk
management approach."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"""
the qualitative scenario analysis suggested that physical risks could have a greater impact to securian under a hot
house world scenario, as compared to an orderly transition scenario:

+ climate-related morbidity and mortality may increase in the medium- and long-term time horizon due to
increasing frequency and severity of acute climate impacts (e.g., heatwaves) and increasing intensity of
chronic climate impacts (e.g., air quality issues), which could impact underwriting risk and claims frequency."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"the qualitative scenario analysis suggested that transition risks could have a greater impact to securian under an
orderly transition scenario than under a hot house world scenario:"
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"community engagement, one of our sustainability focus areas, is identified as a greater relative opportunity
in the hot house world scenario due to elevated physical risk and associated increases in community need
inthe medium- and long-term."
2023_ MINNESOTA MUT GRP.pdf,renewable_energy,"for
example, we offer an investment option with an esg mandate on several of our variable life and annuity products and
are beginning to engage with commercial mortgage loan borrowers on building energy efficiency considerations."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"this naturally extends to engaging our key constituencies on the topic of
climate risk and resiliency."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"we further narrowed this list to 19 topics, including

7

2023 tcd recommendations-aligned disclosure
climate risk, for deeper assessment and review, collecting valuable input from our stakeholders."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"we also engage our associates on climate risk and resiliency
through our community engagement efforts, which includes environmental sustainability."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"in 2023,

8

2023 tcd recommendations-aligned disclosure
securian made progress through engagement with key stakeholders and the integration of climate risk within existing
erm frameworks and processes."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"as regulations evolve and data gaps are addressed,
future work may include @ more quantitative risk assessment and physical risk modeling."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"in 2028, securian reviewed its inventory of core metrics and key performance indicators related to climate risk and
sustainability to consider approaches to effectively and efficiently track the progress of our sustainability journey."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"‘as we expand and refine our metrics inventory, we are seeking to identify metrics to better understand the potential
impact of physical risks, aligning our current assessment approach with our broader erm program."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"we have engaged with external partners to explore additional
climate-related risk modeling capabilities and future work may include a more quantitative risk assessment and
physical risk modeling, where identified as applicable."
2023_ MINNESOTA MUT GRP.pdf,climate_governance,"ttcfd a. board oversight: describe the board and/or
committee responsible for the oversight of climate-"
2023_ MINNESOTA MUT GRP.pdf,climate_governance,"naic: describe the position on the board and/or
committee responsible for the oversight of managingthe | board oversight, p. §
climate-related financial risks."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"tcfd c. resilience of the organization’s strategy:
deseribe the resilience of the organization's strategy, _| our aporoach to scenario analysis, p. 7
taking into consideration different climate-related climate risk assessment results, p.8
scenarios, including a 2°c or lower scenario."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"naic: describe engagement with key constituencies on
ea id stakeholder engagement, p. 10
the topic of climate risk and resiliency."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"naic: in describing the metrics used by the insurerto
assess and monitor climate risks, consider the amount of
exposure to business lines, sectors, and geographies
vulnerable to climate-related physical risks [answer in
absolute amounts and percentages if possible],
alignment with climate scenarios, [1 in 100 years
probable maximum loss, climate var, carbon intensity],
and the amount of financed or underwritten carbon
emissions)
tcfd b. scope 1, 2, 3 ghg metrics and related risks:
disclose scope 1, scope 2, and, if appropriate, scope 3 | scope 1, 2 and 3 ghg metrics and targets, p, 13,
greenhouse gas (ghg) emissions, and the related risks."
2023_ MINNESOTA MUT GRP.pdf,climate_risk,"+ does the insurer provide products o services to support the transition to a tow carbon economy or help
customers adapt to climate risk?"
2023_ MUTUAL OF OMAHA GRP.pdf,climate_risk,"this tcfd report aims to inform stakeholders about how mutual of omaha addresses climate risk across
the organization."
2023_ MUTUAL OF OMAHA GRP.pdf,climate_risk,"therefore, the forward-
looking statements in this report are subject to uncertainty and should not be solely relied upon
this report satisfies the naic climate risk disclosure survey for ry 2023 and provides a comprehensive
summary of our perspective on climate-related opportunities and risks."
2023_ MUTUAL OF OMAHA GRP.pdf,climate_risk,"for example, questions to senior leaders for both physical risks and
transition risks of climate change have previously been incorporated into the top-down risk assessment."
2023_ MUTUAL OF OMAHA GRP.pdf,climate_risk,"climate risk may be considered a factor during the annual plan scenario process and
may also be considered indirectly through sensitivity testing on key assumptions, such as mortality, that
could be impacted by climate change."
2023_ MUTUAL OF OMAHA GRP.pdf,climate_risk,"in 2021, mutual explicitly modeled out a climate change physical risk scenario."
2023_ MUTUAL OF OMAHA GRP.pdf,climate_risk,"this
scenario considered the long-term (over 30 years) physical risks resulting from climate change (mortality
and third-party business disruption) applied as a shock starting in 2022."
2023_ MUTUAL OF OMAHA GRP.pdf,climate_risk,"additionally, the impact of a
transition risk scenario related to climate change on mutual of omaha's credit portfolio was considered
(but not explicitly quantified)."
2023_ MUTUAL OF OMAHA GRP.pdf,climate_risk,"page |3

climate-related risk table
short-term transition risk | consideration of third-party investments esg
(shift towards reviews/benchmarking statement
carbon-neutral) —_| not currently considered tobe _| consideration of esg
a material risk when evaluating risk vs
return of investments
medium to physical risk quantified stress scenarios monitor/review mortality &
long-term (adverse considering potential impacts to | morbidity assumptions
healthimortality | mortality driven by climate annually as a part of
outcomes inthe | change over a 30-year period —_| assumption governance
general population | annual stress tests run risk considered when
related to climate | consider mortality and determining hurdle rates for
change) morbidity stresses sales of new products
the company's primary products and services are life and health insurance policies that are not directly
or substantially impacted by climate change based on recent experience."
2023_ MUTUAL OF OMAHA GRP.pdf,sustainable_investment,"the company has also
invested a small subset of the corporate bond portfolio in green bonds."
2023_ MUTUAL OF OMAHA GRP.pdf,climate_risk,"climate risk specific scenarios inclusive of physical risks and transition risks related
to climate change have been considered in the past."
2023_ MUTUAL OF OMAHA GRP.pdf,climate_risk,"the ermc’s charter also includes consideration of esg issues, which includes climate risk, that
may impact these areas of risk."
2023_ MUTUAL OF OMAHA GRP.pdf,climate_risk,"for
‘example, questions to senior leaders for both physical risks and transition risks of climate change have
previously been incorporated into the top-down risk assessment."
2023_ MUTUAL OF OMAHA GRP.pdf,climate_risk,"climate risk may be
considered a factor during the annual plan scenario process (and was explicitly quantified as a physical
risk stress scenario in 2021) and may also be considered indirectly through sensitivity testing on key
assumptions, such as mortality, that could be impacted by climate change."
2023_ MUTUAL OF OMAHA GRP.pdf,climate_risk,"in 2021, mutual of omaha explicitly modeled out a climate change
physical risk scenario."
2023_ MUTUAL OF OMAHA GRP.pdf,climate_risk,"this scenario considered the long-term (over 30 years) physical risks resulting from
climate change (mortality and third-party business disruption) applied as a shock starting in 2022
additionally, the impact of a transition risk scenario related to climate change on mutual of omaha's credit
portfolio was considered (but not explicitly quantified)."
2023_ Manhattan Life Grp.pdf,climate_risk,"naic climate risk disclosure survey
reporting year 2023"
2023_ Medica Grp.pdf,climate_risk,"2. disclose the actual and potential impacts of climate-related risks and opportunities on the
insurer's businesses, strategy, and financial planning where such information is material
in disclosing the actual and potential impacts of climate-related risks and opportunities on the
insurer's businesses, strategy and financial planning, insurers should consider including the following
+ describe the steps the insurer has taken to engage key constituencies on the topic of climate risk
and resiliency."
2023_ Medica Grp.pdf,renewable_energy,"medica continues to improve and maintain the energy efficiency of the operations centers to
create a comfortable work environment for those who work on-site."
2023_ Medica Grp.pdf,climate_risk,"+ in describing the metrics used by the insurer to assess and monitor climate risks, consider
the amount of exposure to business lines, sectors, and geographies vulnerable to climate-related
physical risks [answer in absolute amounts and percentages if possible], alignment with climate
scenarios, [1 in 100 years probable maximum loss, climate var, carbon intensity], and the amount of
financed or underwritten carbon emissions.

b, disclose scope 1, scope 2, and if appropriate, scope 3 greenhouse gas (ghg) emissions, and
the related risks."
2023_ Munich Re Grp.pdf,human_rights_labor,"introduction
as described in our ambition 2025, munich re aims stemming from our sense of social responsibility,

, ren we support many initiatives and projects with the german -""
to create value for its stakeholders — our sustainability aim of promoting social cohesion ."
2023_ Munich Re Grp.pdf,carbon_emissions,"_ is a key player in the transformation of the
and, since 2020, our membership in the net-zero ."
2023_ Munich Re Grp.pdf,carbon_emissions,"by 2025: -5% ghg emissions?; exceeded decarbonisation achievements in ghg emissions (compared to 2019): oil and gas -80%
by 2050: net-zero emissions ongoing 8."
2023_ Munich Re Grp.pdf,carbon_emissions,"introduction
approach to decarbonisation of our investments: ongoing - active member of the net-zero asset owner alliance (nzaoa) since beginning of 2020
net-zero ambition by 2050 - participation in various workstreams as well as active support for selected publications 2."
2023_ Munich Re Grp.pdf,sustainable_investment,"good corporate governance
- green bonds (investment portfolio): €3.6bn
- renewables: €3.1bn
- certified real estate: €2.6bn 8."
2023_ Munich Re Grp.pdf,human_rights_labor,"i -* | 0: 3. sustainability in business
stemming from our sense of social responsibility, we support a variety of initiatives and projects that are close to our core “ly tan aide y
business with the aim of promoting social cohesion."
2023_ Munich Re Grp.pdf,carbon_emissions,"society
“ -f _ b | -
bs . > om ~< : - define a climate ambition for 2030 in line with the
é* hs, ; f 2050 net-zero target and deliver on climate 7."
2023_ Munich Re Grp.pdf,carbon_emissions,"{ i — principles for responsible investment (pri) and the
q 5 net-zero asset owner alliance (nzaoa)."
2023_ Munich Re Grp.pdf,carbon_emissions,"sustainability in business
\ ) : in the net-zero insurance alliance (nzia) on and our reputation."
2023_ Munich Re Grp.pdf,carbon_emissions,"we are convinced that
is an active member of the net-zero asset owner consideration of esg aspects across our investment
alliance (nzaoa)."
2023_ Munich Re Grp.pdf,carbon_emissions,"year 2019, as an intermediate step to achieving our thermal coal* -35% emissions :
ambition of net-zero emissions by 2050."
2023_ Munich Re Grp.pdf,carbon_emissions,"00d corporate governance
lo to achieving net-zero greenhouse gas
- for thermal coal investments — in particular mining )"
2023_ Munich Re Grp.pdf,sustainable_investment,such as renewable energy and green bonds.
2023_ Munich Re Grp.pdf,renewable_energy,"annex
- defined exclusion - defined exclusion assessment of esg for new investments, pri commitment by
criteria criteria aspects (prior to consideration of funds manager or
- availability of msci - availability of msci submission of a binding - energy efficiency adherence to esg
esg ratings esg country ratings offer) - certificates principles and guidelines
- impact through - carbon risk real (required for the majority
engagement dialogues estate monitor of new investments),
© and proxy voting (crrem) if possible inclusion of
3 - esg investment costs additional restrictions
5 (esg capex) in agreements
1o}
7p)"
2023_ Munich Re Grp.pdf,human_rights_labor,"risks (human and worker rights) and governance risks, as these factors have an important bearing
defined esg criteria are incorporated into the . ."
2023_ Munich Re Grp.pdf,carbon_emissions,"zones to preserve the river ecosystem and avoid
forestry and agriculture oa :
: wo erosion is an example of a sustainable management 34 sustainability in insurance
furthermore, munich re is aiming for net-zero . ."
2023_ Munich Re Grp.pdf,renewable_energy,"environmental, climate ae
technical systems to increase energy efficiency, an , positive esg effects includes carbon storage
: . ."
2023_ Munich Re Grp.pdf,sustainable_investment,"this gs
using defined criteria, meag exercises shareholder : to support the transition to a low-carbon economy,
voting rights for its investors, either directly or further strengthened the important focus on esg we will continue to invest in the green bonds of
9 rgntst 4 y ."
2023_ Munich Re Grp.pdf,carbon_emissions,"publicly commits to a 2050 net-zero target (or paris-
analysis guidelines for shareholder meetings of the ® proxy voting results are displayed in the annual report at th aligned pathway), as well as a thermal coal exit by
. ."
2023_ Munich Re Grp.pdf,sustainable_investment,"we additionally demand
asset management (bundesverband investment accreditation by a green bond framework that is
und asset management (bv1)) and the german compliant with certain standards, such as the
corporate governance code."
2023_ Munich Re Grp.pdf,sustainable_investment,"generate more than 10% of their turnover from the
does not apply to the farming and/or leasing of we may selectively invest in green bonds issued by extraction of oil sands
farmland or forest, including typical and usual risk oil and gas companies that are compliant with an
: : : : 7. good corporate governance
management instruments in the agricultural and accredited green bond framework (such as the
, , in 2022, we further developed our approach for
forestry industries (e.g. forward sales, currency icma green bond principles or future eu green ’ :"
2023_ Munich Re Grp.pdf,carbon_emissions,"a list of companies
commitment to a 2050 net-zero target (or paris- , ."
2023_ Munich Re Grp.pdf,carbon_emissions,"lace: or emissions to achieving net-zero greenhouse gas
place; emissions by 2050, including a commitment to

munich re
3 2 r : bl : t t"
2023_ Munich Re Grp.pdf,sustainable_investment,"investment in green bonds amounted to
re has limited transparency and influence regarding . . ."
2023_ Munich Re Grp.pdf,sustainable_investment,"in such cases, we engage
the counterparty and apply best efforts to include the kpls for esg-focused investments are the sum the classification of the green bond portfolio is 6."
2023_ Munich Re Grp.pdf,sustainable_investment,"7. good corporate governance
: ae on renewable energy and green bonds portfolio we rely on a balanced, diversified mix of
reasons in writing as to why the exclusion is not ."
2023_ Munich Re Grp.pdf,"sustainable_investment, renewable_energy","tuniti projects around the world, such as solar power
opportunities plants and wind farms, and also in green bonds that age .
. ."
2023_ Munich Re Grp.pdf,sustainable_investment,"munich re
; ; sustainability
3.2 responsible investment report 2028
munich re’s issued green bonds assesses whether recommended projects are in line be ee!"
2023_ Munich Re Grp.pdf,sustainable_investment,"with the eligibility criteria and exclusions set out in mais os eee ‘
munich re has issued three green bonds, of which ."
2023_ Munich Re Grp.pdf,sustainable_investment,"a” munich re’s green bond framework, as well as hae ag se ae ts us : -_"
2023_ Munich Re Grp.pdf,sustainable_investment,"a a ns
these green bonds, munich re aims to contribute to . . ."
2023_ Munich Re Grp.pdf,renewable_energy,"jf nea : ene
in energy efficiency and renewable energies to _ ."
2023_ Munich Re Grp.pdf,sustainable_investment,"environmental management
green bonds issued have been fully allocated to ."
2023_ Munich Re Grp.pdf,sustainable_investment,"“af hy ft? -
: : f "" 1 dll wh az ie
etatble projeets in accordance with munich res for each of its green bonds, munich re has ify tly | ee ile ate 5."
2023_ Munich Re Grp.pdf,sustainable_investment,"in may 2023, the green bond, and annually thereafter until full ol hy }} ¥ f
: y enews allocation of the net proceeds, as well as in the event y / ff, hy f =]
corresponding allocation and impact report was . ."
2023_ Munich Re Grp.pdf,sustainable_investment,as the green bond is outstanding.
2023_ Munich Re Grp.pdf,sustainable_investment,the kpi “volume of green bonds issued” represents yih) fa a} 8.
2023_ Munich Re Grp.pdf,sustainable_investment,"on a regular basis, the committee the collected capital of the green bonds issued."
2023_ Munich Re Grp.pdf,sustainable_investment,"i why f fh s
wh mee:
awa ai hbs
green bonds
further information on our green bond
31.12.2023 prev."
2023_ Munich Re Grp.pdf,sustainable_investment,"framework and allocations can be found
ot within our
volume of green bonds issued in €m 2,250 2,250 0.0
volume of green bonds issued in us$ m 1,250 1,250 0.0

munich re
sustainability
report 2023
examples of meag investment management practices."
2023_ Munich Re Grp.pdf,sustainable_investment,"issuers of the existing plants, transitioning the plants’
eu sustainable finance disclosure regulation. are selected based on their environmentally substrate mix to sustainable, waste-based sources, 5."
2023_ Munich Re Grp.pdf,carbon_emissions,i y was inspired by a study of annual solar radiation and member of the net-zero asset manager
2023_ Munich Re Grp.pdf,climate_risk,"certain change, such as physical and transitional climate
“1 content relevant for our approach to climate risks or low-carbon solutions, are also discussed and
risks and opportunities is also covered in our decided in other committees at board level.
-_--"
2023_ Munich Re Grp.pdf,climate_risk,"sustainability in business
- total: net zero by 2050 climate risk management - investing in low-carbon
our strategy is based on the following three core - thermal coal: full exit for both assets and liabilities: technologies and innovations 34."
2023_ Munich Re Grp.pdf,climate_risk,"sustainability in insurance
elements: ny ao - physical risks poreenlbonclissuahce 3.2 responsible investment
. ."
2023_ Munich Re Grp.pdf,climate_risk,": - reputational and esg risks : :
- total: net zero by 2050 ~{lsiteetitem es - climate risk analysis
- comprehensive climate risk management and ~ thermal coal: full exit santss ’"
2023_ Munich Re Grp.pdf,carbon_emissions,"employees
change
- net-zero emissions by 2030 __-"
2023_ Munich Re Grp.pdf,climate_risk,"employees
comprehensive climate risk management central sustainability risks."
2023_ Munich Re Grp.pdf,climate_risk,"an arn - . . .
: . : an"" from legal, socio-political, scientific, ecological, in line with tcfd recommendations, we
we identify, analyse and manage climate risks is . . . ."
2023_ Munich Re Grp.pdf,climate_risk,"d d : | sustainability
= climate-relate iscciosure report 2023
physical risks - acute and chronic besides these hazard-related drivers, future physical businesses and processes."
2023_ Munich Re Grp.pdf,climate_risk,"risk is strongly affected by changes in exposure and will influence the demand for insurance solutions,
physical risks arise from the increasing frequency aa . . ."
2023_ Munich Re Grp.pdf,climate_risk,"mitigating climate risk and increasing climate
wildfires, severe convective storms, floods, etc.), ve . : ."
2023_ Munich Re Grp.pdf,climate_risk,"this relates to the : sustainability surance
(re)i suran p rspective this becomes particularly physical risk also affects life and health insurance t ntex imate change ist s 3.1 sustainability in insurance
relevant in regions with substantial insurance ."
2023_ Munich Re Grp.pdf,climate_risk,"sets
transition risks an ."
2023_ Munich Re Grp.pdf,climate_risk,"7. good corporate governance
this trend is also reflected in our annual natural transition risks arise in particular from political and companies are sued for allegedly breaching their
disaster figures."
2023_ Munich Re Grp.pdf,climate_risk,": and, if they have purchased liability insurance, their
developments may gradually or even disruptively .
on : insurers as well.
change the characteristics of insured assets,

munich re
; ; sustainability
3.3  climate-related disclosure report 2023
transition risk also affects the valuation of 1 : <a ea 1."
2023_ Munich Re Grp.pdf,climate_risk,"re’s asset portfolio, given the current significant
mitigation and climate risk management and : :
."
2023_ Munich Re Grp.pdf,climate_risk,"age ae
physical climate risks and their financial impact."
2023_ Munich Re Grp.pdf,climate_risk,this climate risk strategy / monitoring / management .
2023_ Munich Re Grp.pdf,climate_risk,"introduction
we have an established governance system that monitored, evaluated, and integrated into munich largest transition risk, while the “hothouse world”

."
2023_ Munich Re Grp.pdf,climate_risk,within our system of is most relevant for physical risk assessment. .
2023_ Munich Re Grp.pdf,climate_risk,"approach to sustainability
components are the risk management, compliance governance, we conduct scenario analyses for nevertheless, there is a fair probability of transition
oie and actuarial functions 9 "" p ‘ physical and transition risks up to the year 2050, risk and physical risk materialising at the same time."
2023_ Munich Re Grp.pdf,climate_risk,"| : :
integrated risk management (irm) division and is shared socioeconomic pathways (ssp), such as physical climate risks 4."
2023_ Munich Re Grp.pdf,climate_risk,"in addition to the group functions, there are financial system (ngfs), we use, for example: munich re considers physical climate risks on all 5 employees
other risk management units in the different fields ¥ ‘ ' ple: relevant time horizons (short-, medium-, and long- ."
2023_ Munich Re Grp.pdf,climate_risk,"while uncertain by their nature, long-term another measure to mitigate underwriting risks is 6 societ
sensitivity of major and accumulation losses to projections of changing physical risk levels related to to selectively cede a portion of our risk to other risk ."
2023_ Munich Re Grp.pdf,climate_risk,"on the other hand, the insured consider the impact of physical risk on our sy a 5 oe sp ios “ ey, -
population may be less severely impacted by the investments not to be a material risk overall, see ae ee pate sb soa
effects of climate change than the overall especially in relation to “normal” market risk, which ase ‘i = ase 8 >."
2023_ Munich Re Grp.pdf,climate_risk,"a
physical risks for life and health insurance are 7 eee se ae rete of
extreme heat events and the unabated increase in age <"
2023_ Munich Re Grp.pdf,climate_risk,"nevertheless, there could be substantial data, relative carbon footprint (t co2e/€m invested), 1. introduction
transition risks defence costs for direct liability, where the duty to carbon intensity, exposure to climate relevant
defend is assumed."
2023_ Munich Re Grp.pdf,climate_risk,"in addition to the risk of sectors as well as transition risk ratings for our 2 approach to sustainabilit
to identify and analyse transition risk in increased frequency of individual large losses, equity and corporate bond investments."
2023_ Munich Re Grp.pdf,climate_risk,"we assess this consider climate risk in our sovereign bond portfolio
based on the tcfd recommendations: risk as material."
2023_ Munich Re Grp.pdf,climate_risk,"ee cee ge milestone targets up until 2050, with 2025 marking :
transition risks (market, technology) and litigation ."
2023_ Munich Re Grp.pdf,climate_risk,"a assess, monitor, and mitigate transition risks."
2023_ Munich Re Grp.pdf,carbon_emissions,"> 3.3 climate-related disclosure
3 direct investments in equities or
- no new direct investment in pure-play oil and gas* oil and gas” oil and gas corporate bonds from listed oil and
- net-zero commitment from integrated oil and gas companies required as of 20255 | ~25% emissions -55% emissions 4 publicly traded companies listed 4."
2023_ Munich Re Grp.pdf,carbon_emissions,"employees
y underwriting portfolio to net-zero ghg emissions by (re)insurance business."
2023_ Munich Re Grp.pdf,climate_risk,we calculate the figure by first the strong reduction is mainly due to portfolio climate risk management metrics 1.
2023_ Munich Re Grp.pdf,climate_risk,"assessment of natural disaster risks in (re)insurance 3.2 responsible investment
policies in the amount that the (re)insurance own operations ; : .
: : ."
2023_ Munich Re Grp.pdf,climate_risk,"management section) also contribute to the prevention of
increasing physical risks."
2023_ Munich Re Grp.pdf,climate_risk,"7. good corporate governance
surge events
physical risks for munich re short term more likely than low decreased asset value or asset useful life leading to - business-driven risk management and business continuity 8 annex
premises not write-offs, asset impairment or early retirement of existing plans on a group-wide and local level apply at all locations of .
assets."
2023_ Munich Re Grp.pdf,carbon_emissions,"p 9
4 r ra to achieve the group's ghg net-zero target by public affairs (esp) central division, which reports
; 2030, we have currently implemented a multi-stage directly to the ceo."
2023_ Munich Re Grp.pdf,climate_risk,"collaboration with local, national,
on climate risk and adaptation, climate change : : :
7taletecliton exe) titeluciive tneuremee and international partners and networks is
: essential for the success of its work."
2023_ Munich Re Grp.pdf,climate_risk,"the poct""stong ots tong women
the lobal communit y central vietnam, the winner of the 2021 risk
9 up award from the munich re foundation and the
undrr (united nations office for disaster risk
reduction), improved the resilience of local
communities to natural hazards through a

munich re
sustainability
report 2023
;"
2023_ Munich Re Grp.pdf,sustainable_investment,"concerns and demands in this regard: a narrow and
the geneva association, the european insurance sustainable finance ° an , ."
2023_ Munich Re Grp.pdf,carbon_emissions,"an 7.5 data privacy and information security
agreement and are a member of the net-zero asset a high-risk classification of insurance applications
board (rab) of insurance europe, the global ."
2023_ Munich Re Grp.pdf,sustainable_investment,": 5. employees
review of our fields of business reinsurance and
j ‘a primary insurance, as well as investment and asset we also report on the use of proceeds from our
] a f management, with respect to the objectives we have issued green bonds in our green bond allocation 6."
2023_ Munich Re Grp.pdf,sustainable_investment,"i] as the green bond allocation and impact report
3 b ‘ 1] : the measures and activities presented focus mainly were audited with limited assurance by an external 8."
2023_ Munich Re Grp.pdf,carbon_emissions,"society
of the un-convened net-zero asset owner alliance, referred to as “ergo” or “primary insurance”. ."
2023_ NEW ERA LIFE GRP.pdf,climate_risk,"new era life group page 1 of 2
2024 climate risk disclosure survey
2024 naic climate risk disclosure survey
responses to tcfd-aligned questions

introduction
new era life group provides life and health insurance products in multiple states with its base
operations in houston, texas."
2023_ NEW ERA LIFE GRP.pdf,climate_risk,"company does not actively influence its policyholders to reduce losses caused by

new era life group page 2 of 2
2024 climate risk disclosure survey

climate change, as climate change is not a significant factor in health and life insurance related
claims and business."
2023_ NEW YORK LIFE GRP.pdf,climate_risk,"as needed, other committees of the board and/or

climate risk-related presentations and updates."
2023_ NEW YORK LIFE GRP.pdf,climate_risk,"the company’s

erm policy now includes a climate risk policy addendum

which describes how the company shall identify, assess, and

manage material elmate rk onthe business in ine with the

company'srisk appetite and tolerances

in addition, as warranted, the audit committee will be

g suck on theicon ro return
to the table of contents.
b) describe management's role in assessing and managing
climate- related risks and opportunities."
2023_ NEW YORK LIFE GRP.pdf,climate_risk,"new york life insurance company's management plays an related matters, the primary responsibility and management
active role in assessing and managing our climate-related of climate risk, and other sustainability risks, lie with the
risks and opportunities."
2023_ NEW YORK LIFE GRP.pdf,climate_risk,"the risk steering committee (rsc) relevant business lines and corporate functions.
provides direction on esg risks, including climate risk, at
the executive management level, with the support of the new york life investments’ boutiques have established
sustainability steerco."
2023_ NEW YORK LIFE GRP.pdf,climate_risk,"this includes
understanding the changing risk landscape and identifying
potential ways to address the company’s climate risks."
2023_ NEW YORK LIFE GRP.pdf,climate_risk,"life has identified and is assessing the following current and
climate risk affected time
category risk description horizons

market climate change regulation may impact or affect the value of short-,
investments we hold."
2023_ NEW YORK LIFE GRP.pdf,climate_risk,"transition risk regulatory” | currentand emerging climate change regulations, including ‘short,

compliance __"
2023_ NEW YORK LIFE GRP.pdf,climate_risk,"physical risk this risk also extends to our dependencies on critical suppliers
and third parties."
2023_ NEW YORK LIFE GRP.pdf,"climate_risk, sustainable_investment","theteamalso energy projects and green bonds that generate attractive
examines transition risks for potential real estate rates of return."
2023_ NEW YORK LIFE GRP.pdf,climate_risk,"new york life acknowledges that climate change may external tools, models, and scenarios to measure and assess

increase the frequency and severity of certain natural climate risk, which can enable more informed decision-

disasters; however, we do not believe that the effects of making."
2023_ NEW YORK LIFE GRP.pdf,climate_risk,"‘as new york life continues to assess, identify, and manage

our climate-related risks and opportunities, we understand

that scenario analysis may inform strategic planning and

determine the impact of climate risks on our overall risk

profile and business strategy."
