ticker,file,sentence,sentiment,type,quarter,year
TRV,TRV_4Q20.pdf,"All the drivers are environmental, so
primarily loss activity, think about social inflation, think about weathers, think about wildfires  You got interest rates that
appear to be lower for longer, cost and availability of reinsurance, pandemic losses impacting the industry and, I suspect,
for some markets, maybe still reckoning with social inflation","{'neg': 0.162, 'neu': 0.788, 'pos': 0.05, 'compound': -0.6887}",earnings call,4Q,2020
TRV,TRV_3Q20.pdf,"In Business Insurance, the underlying result improved due to margin expansion as
earned rate exceeded loss trends  In Personal Insurance, the benefits from lower frequency in the auto business more
than offset higher levels of non-catastrophe weather and wildfire losses","{'neg': 0.15, 'neu': 0.731, 'pos': 0.119, 'compound': -0.128}",earnings call,3Q,2020
TRV,TRV_3Q20.pdf,"In Personal Insurance, the benefits from lower frequency in the auto business more
than offset higher levels of non-catastrophe weather and wildfire losses  In Bond & Specialty Insurance, the underlying
combined ratio was elevated, consistent with the outlook we shared on the call last quarter","{'neg': 0.096, 'neu': 0.806, 'pos': 0.098, 'compound': 0.0258}",earnings call,3Q,2020
TRV,TRV_3Q20.pdf,"com/marketintelligence 5manage our exposure to weather volatility  In addition to property cat aggregate treaty, which has mitigated our losses, the
recent actions to improve the balance of risk and reward, meaningfully reduced our exposure to wildfires","{'neg': 0.111, 'neu': 0.737, 'pos': 0.152, 'compound': 0.4215}",earnings call,3Q,2020
TRV,TRV_3Q20.pdf,"In addition to property cat aggregate treaty, which has mitigated our losses, the
recent actions to improve the balance of risk and reward, meaningfully reduced our exposure to wildfires 
To illustrate the point in the areas impacted by the 5 costliest California wildfires this season our exposure is about a 1/3
lower than it was 2 years ago","{'neg': 0.105, 'neu': 0.796, 'pos': 0.099, 'compound': 0.1531}",earnings call,3Q,2020
TRV,TRV_3Q20.pdf,"To illustrate the point in the areas impacted by the 5 costliest California wildfires this season our exposure is about a 1/3
lower than it was 2 years ago 
Turning to our investment portfolio","{'neg': 0.062, 'neu': 0.937, 'pos': 0.0, 'compound': -0.296}",earnings call,3Q,2020
TRV,TRV_3Q20.pdf,"Our third quarter results include $397 million of pretax cat losses compared to $241 million in last year's third quarter  This
quarter's cats included Hurricane Laura, tropical storm Isaias, the severe straight-line winds that impacted the Midwest in
August and several large wildfires in the Western United States","{'neg': 0.1, 'neu': 0.847, 'pos': 0.053, 'compound': -0.3612}",earnings call,3Q,2020
TRV,TRV_3Q20.pdf,"This
quarter's cats included Hurricane Laura, tropical storm Isaias, the severe straight-line winds that impacted the Midwest in
August and several large wildfires in the Western United States  The increase in the level of cat activity was even more
pronounced than those numbers suggest, as our net cat result in the quarter was tempered by recoveries under the
aggregate catastrophe XOL treaty","{'neg': 0.1, 'neu': 0.827, 'pos': 0.073, 'compound': -0.4404}",earnings call,3Q,2020
TRV,TRV_3Q20.pdf,"The underlying loss ratio improved by 2 4 points and benefited from favorable auto frequency
related to COVID-19 and the impact of earned pricing in excess of loss trends partially offset by an increase in non-cat
weather losses, including wildfires","{'neg': 0.147, 'neu': 0.683, 'pos': 0.171, 'compound': 0.296}",earnings call,3Q,2020
TRV,TRV_3Q20.pdf,"4 points and benefited from favorable auto frequency
related to COVID-19 and the impact of earned pricing in excess of loss trends partially offset by an increase in non-cat
weather losses, including wildfires  The expense ratio of 29","{'neg': 0.113, 'neu': 0.766, 'pos': 0.122, 'compound': 0.1027}",earnings call,3Q,2020
TRV,TRV_3Q20.pdf,"Our catastrophe and non-catastrophe experience reflects a very active quarter with a
record 31 PCS events 
West Coast wildfires represented almost half of the total PCS events in the quarter","{'neg': 0.124, 'neu': 0.791, 'pos': 0.085, 'compound': -0.3415}",earnings call,3Q,2020
TRV,TRV_3Q20.pdf,spglobal com/marketintelligence 12We've got wildfires that are burning,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,3Q,2020
TRV,TRV_3Q20.pdf,"com/marketintelligence 12We've got wildfires that are burning  As you pointed out, interest rates are lower for longer, that's going to be a driver of
the outlook for returns","{'neg': 0.071, 'neu': 0.833, 'pos': 0.096, 'compound': 0.2023}",earnings call,3Q,2020
TRV,TRV_3Q20.pdf,"We bought that because we were -- wanted to
acknowledge the incremental uncertainty that we felt after some wildfire losses, I guess, in '17 and '18  But as I mentioned
in my prepared remarks, we've taken pretty substantial steps to try to get that risk reward in balance","{'neg': 0.101, 'neu': 0.671, 'pos': 0.227, 'compound': 0.8658}",earnings call,3Q,2020
TRV,TRV_2Q20.pdf,"All of those conditions persist
and now at another quarter with a very high level of weather-related losses, interest rates that are likely to be lower for
longer, and while it hasn't been a significant factor for us, the reinsurance market that is hardened  And on top of that, the
pandemic and related economic fallout add a sense of incremental uncertainty, making this feel like one of those times,
not unlike in the wake of 9/11 and Hurricane Katrina, when the market recalibrates risk","{'neg': 0.117, 'neu': 0.806, 'pos': 0.077, 'compound': -0.4003}",earnings call,2Q,2020
TRV,TRV_2Q20.pdf,"And on top of that, the
pandemic and related economic fallout add a sense of incremental uncertainty, making this feel like one of those times,
not unlike in the wake of 9/11 and Hurricane Katrina, when the market recalibrates risk  With that as the background, we'll
continue to seek rate gains and manage other levers of profitability to improve the outlook for returns","{'neg': 0.062, 'neu': 0.776, 'pos': 0.162, 'compound': 0.7351}",earnings call,2Q,2020
TRV,TRV_2Q20.pdf,"As we indicated in our first quarter earnings call, our capital management strategy remains unchanged  With the ongoing
economic uncertainty and with hurricane season upon us, it still feels to us like holding on to a little more capital is
preferable to holding on to a little less","{'neg': 0.047, 'neu': 0.904, 'pos': 0.049, 'compound': 0.0258}",earnings call,2Q,2020
TRV,TRV_2Q20.pdf,"With the ongoing
economic uncertainty and with hurricane season upon us, it still feels to us like holding on to a little more capital is
preferable to holding on to a little less  Until there's more clarity on the state of the economy, we may buy back some
shares in the coming quarters or we may continue to choose to buy none","{'neg': 0.035, 'neu': 0.852, 'pos': 0.113, 'compound': 0.6478}",earnings call,2Q,2020
TRV,TRV_2Q20.pdf,"Our cat bond, Long Point Re III is now in the third year of its 4-year term  In the annual reset for the 2020 hurricane
season, the attachment point was adjusted from $1","{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.296}",earnings call,2Q,2020
TRV,TRV_2Q20.pdf,"In the annual reset for the 2020 hurricane
season, the attachment point was adjusted from $1 79 billion to $1","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}",earnings call,2Q,2020
TRV,TRV_1Q20.pdf,"To that point, the industry's
financial strength is especially important in a time of increased natural catastrophes  The spring tornado season is already
active, hurricane season is fast approaching, and wildfires represents an ongoing threat","{'neg': 0.076, 'neu': 0.645, 'pos': 0.28, 'compound': 0.8016}",earnings call,1Q,2020
TRV,TRV_1Q20.pdf,"The spring tornado season is already
active, hurricane season is fast approaching, and wildfires represents an ongoing threat 
On top of all of that, contract certainty is a core underpinning of the U","{'neg': 0.087, 'neu': 0.746, 'pos': 0.167, 'compound': 0.2732}",earnings call,1Q,2020
TRV,TRV_4Q19.pdf,"3 billion, largely reflecting recent years and anticipated
growth in our property book  Hurricane and earthquake events, once again, have a $250 million per
occurrence cap","{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.3818}",earnings call,4Q,2019
TRV,TRV_4Q19.pdf,"Hurricane and earthquake events, once again, have a $250 million per
occurrence cap 
Since we placed a lower percentage of the treaty than last year, the cost of the treaty will be
proportionately lower in 2020","{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.5267}",earnings call,4Q,2019
TRV,TRV_4Q19.pdf,"And my last question is regarding Slide 23 in the deck on the historical
catastrophe losses  Would you say that over the last decade or so, hurricane losses in the U","{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.8689}",earnings call,4Q,2019
TRV,TRV_4Q19.pdf,"Would you say that over the last decade or so, hurricane losses in the U S","{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.4019}",earnings call,4Q,2019
TRV,TRV_4Q19.pdf,"And for sure, the point I think we're trying to make here is our experience, and this includes as a result of
underwriting actions taken over the previous 10 to 15 years to really sort of move the mix of our book so
that it's less coastal than it was a decade or more than that ago 
So there's been a lot of industry commentary around hurricanes","{'neg': 0.0, 'neu': 0.966, 'pos': 0.034, 'compound': 0.3182}",earnings call,4Q,2019
TRV,TRV_4Q19.pdf,"So there's been a lot of industry commentary around hurricanes  I don't know that anybody feels that
there's any less exposure to hurricanes broadly now than there was 2 years ago, 5 years ago or 10 years
ago","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,4Q,2019
TRV,TRV_4Q19.pdf,"I don't know that anybody feels that
there's any less exposure to hurricanes broadly now than there was 2 years ago, 5 years ago or 10 years
ago  I think as a percentage of where our risks are, we've probably, on a relative basis, mitigated our
hurricane risk compared to the other risks and I think that's really the point we're trying to make in this
slide is that second quarter for us has been the issue, which is not aligned with the traditional hurricane,
not because I think on a macro basis, the hurricane environment is more benign","{'neg': 0.061, 'neu': 0.914, 'pos': 0.025, 'compound': -0.4033}",earnings call,4Q,2019
TRV,TRV_4Q19.pdf,"I think as a percentage of where our risks are, we've probably, on a relative basis, mitigated our
hurricane risk compared to the other risks and I think that's really the point we're trying to make in this
slide is that second quarter for us has been the issue, which is not aligned with the traditional hurricane,
not because I think on a macro basis, the hurricane environment is more benign  I don't really have an
opinion on that","{'neg': 0.075, 'neu': 0.894, 'pos': 0.031, 'compound': -0.4033}",earnings call,4Q,2019
TRV,TRV_4Q19.pdf,"Yes, I guess, I'll follow-up because it still feels like on a forward basis that since we've not -- kind
of where there haven't -- there's been less hurricane activity  I think The Street definitely has 3Q being a
little more pronounced, and it sounds like you're saying maybe we should weight it a little differently, but
I'll follow up","{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.6369}",earnings call,4Q,2019
TRV,TRV_3Q19.pdf,"3 billion, 86% of the next $500 million of qualifying losses will be covered by the
treaty  Remember that for purposes of the treaty, hurricane and earthquake events have a cap of $250
million per occurrence","{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.4019}",earnings call,3Q,2019
TRV,TRV_3Q19.pdf,"Remember that for purposes of the treaty, hurricane and earthquake events have a cap of $250
million per occurrence 
Let me take a minute to address the topic of our subrogation claims against PG&E for the California
wildfires of 2017 and 2018","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,3Q,2019
TRV,TRV_3Q19.pdf,"Let me take a minute to address the topic of our subrogation claims against PG&E for the California
wildfires of 2017 and 2018  On September 22, PG&E and the Ad Hoc Subrogation Group, of which
Travelers is a member, agreed to a proposed $11 billion settlement for subrogation claims against PG&E","{'neg': 0.0, 'neu': 0.96, 'pos': 0.04, 'compound': 0.2732}",earnings call,3Q,2019
TRV,TRV_3Q19.pdf,"From there, we'll get into discussions with both distribution and the
customer around coinsurance, and that includes both deductibles and sublimits  You can think of sublimits
on both flood and earthquake, but those are some of the items that are in the marketplace right now and
our underwriters are very involved in pulling those levers","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,3Q,2019
TRV,TRV_2Q19.pdf,"Our cat bond, Long Point Re III, is in the second year of its 4-year term  And in the annual
reset for the 2019 hurricane season, the attachment point was adjusted from $1","{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.296}",earnings call,2Q,2019
TRV,TRV_2Q19.pdf,"And in the annual
reset for the 2019 hurricane season, the attachment point was adjusted from $1 9 billion to $1","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.296}",earnings call,2Q,2019
TRV,TRV_2Q19.pdf,", to plant up to 1 million trees in connection with our
initiative to encourage more customers to enroll in paperless billing, resulting in more efficiency for us, a
better experience for them, all while benefiting the environment 
Second, we're working with Wildfire Defense Systems to help provide loss prevention services in California
that supplement local firefighters and other first responders in the event of a wildfire","{'neg': 0.03, 'neu': 0.797, 'pos': 0.172, 'compound': 0.8718}",earnings call,2Q,2019
TRV,TRV_2Q19.pdf,"Second, we're working with Wildfire Defense Systems to help provide loss prevention services in California
that supplement local firefighters and other first responders in the event of a wildfire  This new service
gives California policyholders an added layer of wildfire protection at no additional premium","{'neg': 0.091, 'neu': 0.825, 'pos': 0.085, 'compound': -0.0772}",earnings call,2Q,2019
TRV,TRV_2Q19.pdf,"This new service
gives California policyholders an added layer of wildfire protection at no additional premium  It’s also an
additional tool to help us manage our exposure","{'neg': 0.074, 'neu': 0.836, 'pos': 0.09, 'compound': 0.128}",earnings call,2Q,2019
TRV,TRV_1Q19.pdf,"Yes, coming off those 2 catastrophic years, there's obviously been some dislocation in the
marketplace in just an opportunity for more risk sharing and that typically comes with terms and
conditions  So you can think about sublimits on flood and earthquake, deductible shifting from a fixed
component to more of the percentage certainly in the geographic exposed areas but that's something
we're constantly looking at","{'neg': 0.07, 'neu': 0.823, 'pos': 0.106, 'compound': 0.37}",earnings call,1Q,2019
TRV,TRV_1Q19.pdf,"So you can think about sublimits on flood and earthquake, deductible shifting from a fixed
component to more of the percentage certainly in the geographic exposed areas but that's something
we're constantly looking at  With all that said, we look at our National Property business on account-by-
account basis","{'neg': 0.023, 'neu': 0.943, 'pos': 0.034, 'compound': 0.1406}",earnings call,1Q,2019
TRV,TRV_4Q18.pdf,"Last year's fourth quarter cat losses of $499 million included favorable development of
$157 million primarily related to the hurricanes from the third quarter of 2017  PYD in the current quarter,
for which I'll provide more detail shortly, was net favorable $167 million pretax down, from $293 millionTHE TRAVELERS COMPANIES, INC","{'neg': 0.047, 'neu': 0.844, 'pos': 0.109, 'compound': 0.5423}",earnings call,4Q,2018
TRV,TRV_4Q18.pdf,"3 billion  Hurricane and earthquake events have
a $250 million per occurrence cap","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,4Q,2018
TRV,TRV_4Q18.pdf,"Hurricane and earthquake events have
a $250 million per occurrence cap  We believe this new treaty provides a reasonable level of protection at
an appropriate price","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,4Q,2018
TRV,TRV_4Q18.pdf,"The quarter also benefited from higher net
favorable prior year reserve development, partially offset by higher catastrophes  Recall that the prior year
quarter included a benefit from the reestimation of catastrophes, including Hurricane Harvey","{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.7269}",earnings call,4Q,2018
TRV,TRV_4Q18.pdf,"Recall that the prior year
quarter included a benefit from the reestimation of catastrophes, including Hurricane Harvey 
Our full year combined ratio for Agency Automobile of 94","{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.4588}",earnings call,4Q,2018
TRV,TRV_4Q18.pdf,"So as we look at the California wildfires, clearly, 2 significant years in a row of losses  I think
the discussion and the debate about the environment is pretty broad and pretty public","{'neg': 0.065, 'neu': 0.673, 'pos': 0.262, 'compound': 0.802}",earnings call,4Q,2018
TRV,TRV_4Q18.pdf,"We've implemented further actions that will take
effect later on this quarter in 2018 to further restrict that new business underwriting appetite and also
to instill new business underwriting procedures, for example, further inspections around the defensible
space, as an example, that will, again, sort of tighten our new business underwriting appetite  We've
also discussed with the Department of Insurance in California and begun to implement some nonrenewal
action in the State of California to address some of the more significant wildfire exposures in the portfolio","{'neg': 0.029, 'neu': 0.927, 'pos': 0.044, 'compound': 0.0754}",earnings call,4Q,2018
TRV,TRV_4Q18.pdf,"We've
also discussed with the Department of Insurance in California and begun to implement some nonrenewal
action in the State of California to address some of the more significant wildfire exposures in the portfolio 
And we're also in discussions with the department about a filing to increase prices for homeowners in
California","{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.5256}",earnings call,4Q,2018
TRV,TRV_4Q18.pdf,"And we're also in discussions with the department about a filing to increase prices for homeowners in
California  So that gives you a little bit of texture underneath our response to wildfires in particular in the
homeowners book","{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.3182}",earnings call,4Q,2018
TRV,TRV_4Q18.pdf,"So that gives you a little bit of texture underneath our response to wildfires in particular in the
homeowners book 
Jay H","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,4Q,2018
TRV,TRV_4Q18.pdf,"It's a consistent
approach to capital management and to look at any one quarter's worth of buybacks is probably a difficult
way to look at it, we think about it more over time  As you would -- as you suggested, and it would be
true, in the fourth quarter, given the magnitude and the uncertainty related to the California wildfires, we
did pull back a little bit on the level of share repurchase","{'neg': 0.061, 'neu': 0.852, 'pos': 0.086, 'compound': 0.25}",earnings call,4Q,2018
TRV,TRV_4Q18.pdf,"As you would -- as you suggested, and it would be
true, in the fourth quarter, given the magnitude and the uncertainty related to the California wildfires, we
did pull back a little bit on the level of share repurchase  But if you look at 2018 as a whole, we generated
$2","{'neg': 0.031, 'neu': 0.904, 'pos': 0.065, 'compound': 0.2023}",earnings call,4Q,2018
TRV,TRV_3Q18.pdf,"76 billion of capital to shareholders through dividends and
share repurchases  While it obviously did not impact our third quarter results, I'd like to provide some
commentary regarding Hurricane Michael","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.5719}",earnings call,3Q,2018
TRV,TRV_3Q18.pdf,"I mean we know what's in our data, and we can see that  And part of this isn't just weather,
it's population migration into more wildfire and weather-prone areas","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,3Q,2018
TRV,TRV_3Q18.pdf,"And part of this isn't just weather,
it's population migration into more wildfire and weather-prone areas  So we take all of that and all the
history into account, and we think about both our underwriting, our risk selection, geographically where
we want to be, what kind of risks we want to write, terms and conditions, what our risk control people look
for when they're going out looking at the property to underwrite it","{'neg': 0.085, 'neu': 0.881, 'pos': 0.034, 'compound': -0.6115}",earnings call,3Q,2018
TRV,TRV_2Q18.pdf,"Having said that, this makes a recent series of quarters of catastrophe losses that have exceeded our
historical experience and our expectations  Tornado, hail, Nor'easters, hurricanes, wildfires and mudslides","{'neg': 0.206, 'neu': 0.756, 'pos': 0.038, 'compound': -0.7783}",earnings call,2Q,2018
TRV,TRV_2Q18.pdf,"Tornado, hail, Nor'easters, hurricanes, wildfires and mudslides 
We haven't seen a string like that in the last decade","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.4215}",earnings call,2Q,2018
TRV,TRV_2Q18.pdf,"It also includes some unusual circumstances  For
example, the California wildfires were historic, and last year was the first time more than one category for
hurricane has made landfall on the U","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,2Q,2018
TRV,TRV_2Q18.pdf,"For
example, the California wildfires were historic, and last year was the first time more than one category for
hurricane has made landfall on the U S","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,2Q,2018
TRV,TRV_2Q18.pdf,"The new agreement provides Northeast hurricane, earthquakes, severe thunderstorm and/or winter storm
coverage for certain property losses on specified lines of business through May 24, 2022  The attachment
point and maximum limit will be reset annually","{'neg': 0.121, 'neu': 0.708, 'pos': 0.171, 'compound': 0.296}",earnings call,2Q,2018
TRV,TRV_2Q18.pdf,"Our expense ratio improved by about a 0 5 point for the quarter when adjusted for the industry-wide
assessment from a Texas Windstorm pool related to Hurricane Harvey","{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.4767}",earnings call,2Q,2018
TRV,TRV_2Q18.pdf,"5 point for the quarter when adjusted for the industry-wide
assessment from a Texas Windstorm pool related to Hurricane Harvey 
Turning to the top line","{'neg': 0.0, 'neu': 0.93, 'pos': 0.07, 'compound': 0.2023}",earnings call,2Q,2018
TRV,TRV_1Q18.pdf,"C , with some areas
experiencing hurricane force winds of up to 90 miles an hour","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,1Q,2018
TRV,TRV_1Q18.pdf,", with some areas
experiencing hurricane force winds of up to 90 miles an hour  Both historically and going forward on a
model basis, we like the risk-adjusted returns in the mid-Atlantic","{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.3612}",earnings call,1Q,2018
TRV,TRV_1Q18.pdf,"You can think about
some of the extreme weather that we had in the first quarter and there would be a cat window of a certain
period of time, and you can think frozen pipes that extend beyond that window of time  That is -- a large
loss activity like that would be driving some of the volatility there","{'neg': 0.036, 'neu': 0.865, 'pos': 0.099, 'compound': 0.4588}",earnings call,1Q,2018
TRV,TRV_4Q17.pdf,"It's an acceleration of a trend and improved pricing we've achieved over the past 6 quarters as the market
started reacting to 2 things: first, the hurricanes and wildfires in the back half of the year; and second and
more significant in my view, declining margins generally as interest rates remain at historically low levels
and loss trend has outpaced rate and exposure for a few years now 
As we've been doing all year and as I reiterated last quarter, we'll continue to seek rate thoughtfully and in
close coordination with our agent and broker partners, with the belief that our customers are well served
by a stable and predictable market that keeps pace with inflation as opposed to more dramatic price
swings of the past","{'neg': 0.032, 'neu': 0.858, 'pos': 0.11, 'compound': 0.8687}",earnings call,4Q,2017
TRV,TRV_4Q17.pdf,"For domestic Agency Auto, combined ratio for the quarter was 103%, including a 1 1-point benefit
from catastrophe losses as we reduced our auto estimate related to Hurricane Harvey","{'neg': 0.197, 'neu': 0.72, 'pos': 0.083, 'compound': -0.6249}",earnings call,4Q,2017
TRV,TRV_4Q17.pdf,"1-point benefit
from catastrophe losses as we reduced our auto estimate related to Hurricane Harvey  The underlying
combined ratio of 104","{'neg': 0.253, 'neu': 0.641, 'pos': 0.107, 'compound': -0.6249}",earnings call,4Q,2017
TRV,TRV_4Q17.pdf,"The fourth quarter combined ratio of 115 3% included over 45
points from cat losses, driven by the wildfires in California","{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.4019}",earnings call,4Q,2017
TRV,TRV_4Q17.pdf,"3% included over 45
points from cat losses, driven by the wildfires in California  The underlying combined ratio of 70","{'neg': 0.124, 'neu': 0.876, 'pos': 0.0, 'compound': -0.4019}",earnings call,4Q,2017
TRV,TRV_3Q17.pdf,"91 per diluted share 
The fact that we made a considerable profit in one of the costliest hurricane seasons on record
demonstrates the earning power of our franchise, which is built on the strong foundation of underwriting
and investment expertise","{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.8268}",earnings call,3Q,2017
TRV,TRV_3Q17.pdf,"The fact that we made a considerable profit in one of the costliest hurricane seasons on record
demonstrates the earning power of our franchise, which is built on the strong foundation of underwriting
and investment expertise  This is reflected in our manageable catastrophe losses, underlying underwriting
gain of $292 million and after-tax net investment income of $457 million","{'neg': 0.101, 'neu': 0.757, 'pos': 0.141, 'compound': 0.4201}",earnings call,3Q,2017
TRV,TRV_3Q17.pdf,"Balancing
risk and reward to generate leading results over time is in our DNA  While that's evident in our results this
quarter, our underwriting discipline would have been even more evident if Hurricane Irma had taken the
track to Miami and up the East Coast of Florida, which was projected just 48 hours before landfall","{'neg': 0.036, 'neu': 0.901, 'pos': 0.063, 'compound': 0.3818}",earnings call,3Q,2017
TRV,TRV_3Q17.pdf,"While that's evident in our results this
quarter, our underwriting discipline would have been even more evident if Hurricane Irma had taken the
track to Miami and up the East Coast of Florida, which was projected just 48 hours before landfall THE TRAVELERS COMPANIES, INC","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,3Q,2017
TRV,TRV_3Q17.pdf,"Those lessons are reflected in our disciplined approach to terms and
conditions, which make outcomes more predictable; risk control initiatives, which make a difference in risk
mitigation, selection and pricing; and proprietary flood underwriting down to the address level 
Our experience with the storms this quarter also reaffirms the competitive advantage in our claim model in
terms of the value it delivers to our customers and agents and for our shareholders","{'neg': 0.058, 'neu': 0.862, 'pos': 0.08, 'compound': 0.1585}",earnings call,3Q,2017
TRV,TRV_3Q17.pdf,"As compared to an independent adjuster, we're confident that a highly trained and committed Travelers
claim professional produces a better experience for our customers and a much more efficient outcome for
us  To that point, we were successful this hurricane season in meeting our objective of having the vast
majority of our property claims closed within 30 days of the event","{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.9366}",earnings call,3Q,2017
TRV,TRV_3Q17.pdf,"To that point, we were successful this hurricane season in meeting our objective of having the vast
majority of our property claims closed within 30 days of the event 
Our response to the storms also included our largest deployment of our drone fleet to date","{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.5859}",earnings call,3Q,2017
TRV,TRV_3Q17.pdf,"All Rights reserved There has been no lack of speculation around the outlook for pricing in the wake of an unprecedented
hurricane season, which still has 6 weeks to go, and in the midst of an ongoing unprecedented wildfire
season in California","{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.2411}",earnings call,3Q,2017
TRV,TRV_3Q17.pdf,"There has been no lack of speculation around the outlook for pricing in the wake of an unprecedented
hurricane season, which still has 6 weeks to go, and in the midst of an ongoing unprecedented wildfire
season in California  Big events impact pricing when a material amount of industry surplus is eroded and/
or when the events change the market's view of risk","{'neg': 0.032, 'neu': 0.938, 'pos': 0.03, 'compound': -0.0356}",earnings call,3Q,2017
TRV,TRV_3Q17.pdf,"It's not hard to make the argument that we've experienced both: By some estimates, 10% or more of
industry surplus and counting  The first time more than 1 Category 4 hurricane has made landfall on the
U","{'neg': 0.064, 'neu': 0.902, 'pos': 0.033, 'compound': -0.2969}",earnings call,3Q,2017
TRV,TRV_3Q17.pdf,"The first time more than 1 Category 4 hurricane has made landfall on the
U S","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,3Q,2017
TRV,TRV_3Q17.pdf,"And that's not to mention 2 earthquakes in
Mexico and a cyber event impacting more than 140 million U S","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",earnings call,3Q,2017
TRV,TRV_3Q17.pdf,"As we've stated for many years and repeated in this quarter's 10-Q, the timing and actual number of
shares we will purchase in the future will depend on earnings, among a variety of other factors  So
consistent with our ongoing capital management strategy, we're keeping our eyes on the California
wildfires, which we expect will be a significant cat for us as we evaluate share repurchase activity for the
fourth quarter","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.6705}",earnings call,3Q,2017
TRV,TRV_3Q17.pdf,", Research Division
I had a question on the cat losses coming in quite a bit lower, particularly with Harvey kind of coming
in below the previously guided range  What changed there so dramatically? Did it have to do with the
number of total vehicles or your ability to close claims, as you commented earlier in the call? Just trying to
get a sense of kind of what improved and how settled the claim activity there is on Harvey and the other
hurricanes","{'neg': 0.057, 'neu': 0.865, 'pos': 0.078, 'compound': 0.2255}",earnings call,3Q,2017
TRV,TRV_3Q17.pdf,"In the really cat exposed areas, the conversations
are very clear  The perspective on the flood risk, the exposure to the wind, we were reminded, once again,
of what those are, so there's more momentum there","{'neg': 0.093, 'neu': 0.834, 'pos': 0.073, 'compound': 0.0553}",earnings call,3Q,2017
TRV,TRV_3Q17.pdf,"And as it turns out, our underwriting held up and we feel good about it  It's not --
we have a pretty good market share in the state, and our losses, we think, are reflective of the fact that
we do have proprietary address-by-address flood underwriting that really stood up to it","{'neg': 0.044, 'neu': 0.772, 'pos': 0.184, 'compound': 0.8176}",earnings call,3Q,2017
TRV,TRV_3Q17.pdf,"It's not --
we have a pretty good market share in the state, and our losses, we think, are reflective of the fact that
we do have proprietary address-by-address flood underwriting that really stood up to it  And so we feel
good about it","{'neg': 0.051, 'neu': 0.734, 'pos': 0.216, 'compound': 0.83}",earnings call,3Q,2017
TRV,TRV_3Q17.pdf,"Whether there's incremental opportunity, after every one of these big events, we take a
step back and we think about how we feel about our exposures and how we feel about opportunity and
what the lessons learned are from that event and how we apply those to exposure elsewhere  So we will
be going through a post-mortem process and assessing how we feel about our coastal flood exposure","{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.6808}",earnings call,3Q,2017
